ant_id,project,cve_ids,ghsa_ids,status,patched,patched_at,fix_commits,fixed_versions,release_assessment,enrichment_status,finding_url
ANT-2026-P7DSVPH6,bytecodealliance/wasm-micro-runtime,CVE-2026-54914,GHSA-wj3p-xhqm-pffc,fixed,true,2026-06-25T00:00:00Z,bytecodealliance/wasm-micro-runtime@1f98fb01d09b2ef5e49dc0be2e6006f962fd87f1,2.4.5,unresolved,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-P7DSVPH6
ANT-2026-PCBAKVPB,dnsmasq,CVE-2026-4892,GHSA-m62j-63mf-xr95,fixed,true,2026-05-10T00:00:00Z,advisories/GHSA-m62j-63mf-xr95@b95d5a25777cc8910d2c2a921c68c778a3b30498,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PCBAKVPB
ANT-2026-PGRNAV88,apache/spark,,,disclosed,false,,apache/spark@092f02df06e824168b9078e06d83429f86664299;apache/spark@6e55b208682d8288ae6c73209f23bc24673c1909;apache/spark@c89c7add89f5b495e2f1ee6ff0ff5b2d82e88b04;apache/spark@d188c97a601307e97896db96466dd351d102a38d,3.5.9 [first];4.0.3 [first];4.1.2 [first];4.2.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PGRNAV88
ANT-2026-PJV7Z0AR,open62541,CVE-2026-63559;CVE-2026-65423,,fixed,true,2026-07-23T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PJV7Z0AR
ANT-2026-PQ3CNCCK,firecracker-microvm/firecracker,CVE-2026-5747,GHSA-776c-mpj7-jm3r,fixed,true,2026-04-07T00:00:00Z,,Firecracker@1.14.4 [first];Firecracker@1.15.1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PQ3CNCCK
ANT-2026-PVD37V09,torvalds/linux,,,fixed,true,2026-05-13T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PVD37V09
ANT-2026-PVN0XWJM,ffmpeg/ffmpeg,,,fixed,true,2026-06-12T00:00:00Z,FFmpeg/FFmpeg@45278542816cab5e8dcb120f9bd62e43ab2857bd,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PVN0XWJM
ANT-2026-PVQH654C,osgeo/gdal,,,fixed,true,2026-06-05T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-PVQH654C
ANT-2026-Q430PMKE,linux-sctp,,,disclosed,false,,,,not_applicable,not_patched,https://red.anthropic.com/2026/cvd/findings/ANT-2026-Q430PMKE
ANT-2026-Q5A1RHS0,libssh2/libssh2,CVE-2026-66032,GHSA-px3w-7g75-hg7w,fixed,true,2026-07-02T00:00:00Z,libssh2/libssh2@5e4776146552d898b9c0e1b313cd093fa8dc92d0,,no_release_yet,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-Q5A1RHS0
ANT-2026-QA1CT79B,ghostscript,,,fixed,true,2026-05-22T00:00:00Z,@5f1a5c6ba3d61f4f95cb793715728927af1900ba,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QA1CT79B
ANT-2026-QPYFFTMS,osgeo/gdal,,,fixed,true,2026-05-08T12:00:00Z,,3.13.2,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QPYFFTMS
ANT-2026-QQ2P9M9V,openexr,CVE-2026-45696,GHSA-gjpj-qv64-vwhf,fixed,true,2026-05-28T14:58:28.868579Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QQ2P9M9V
ANT-2026-QRHVDRQ1,unicorn,CVE-2026-68521,,fixed,true,2026-08-04T07:01:23.317221Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QRHVDRQ1
ANT-2026-QRPT15J8,duckdb,,GHSA-vc62-m939-7mqr,fixed,true,2026-06-17T00:00:00Z,,1.4.5;1.5.5,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QRPT15J8
ANT-2026-QRYCJNAP,dnsmasq,CVE-2026-13002;CVE-2026-4890,,fixed,true,2026-05-10T00:00:00Z,@b95d5a25777cc8910d2c2a921c68c778a3b30498,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QRYCJNAP
ANT-2026-QXNF2N9K,rocketchat/rocket.chat,CVE-2026-48929,,fixed,true,2026-06-11T00:00:00Z,,Rocket.Chat@7.10.13 [first];Rocket.Chat@7.13.9 [first];Rocket.Chat@8.0.7 [first];Rocket.Chat@8.1.6 [first];Rocket.Chat@8.2.6 [first];Rocket.Chat@8.3.6 [first];Rocket.Chat@8.4.4 [first];Rocket.Chat@8.5.1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-QXNF2N9K
ANT-2026-R8N72JR9,libarchive/libarchive,,,fixed,true,2026-05-02T00:00:00Z,libarchive/libarchive@750e8d7b25deeb67a976ab0c9f482ec1d2ac68a4,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-R8N72JR9
ANT-2026-REDYDMAE,supabase/supabase,,,fixed,true,2026-05-21T00:00:00Z,supabase/supabase@1097fcaa2f4e7954f7636eb8bbdc04c8060affc0,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-REDYDMAE
ANT-2026-RPE1YJCH,universal-ctags/ctags,,,fixed,true,2026-04-14T12:00:00Z,universal-ctags/ctags@34659e2cb02e055c74e929c5bad291470a729570,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-RPE1YJCH
ANT-2026-RSSMAMA7,wolfssl/wolfssl,CVE-2026-5479,,fixed,true,2026-05-07T14:53:13.814138Z,wolfSSL/wolfssl@1faddd640;wolfSSL/wolfssl@1faddd640edc8195c1fb7cb3904876e434ecab87,wolfSSL@5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-RSSMAMA7
ANT-2026-RVPC18B1,libgit2/libgit2,,GHSA-wfx7-g85r-q6vw,fixed,true,2026-06-01T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-RVPC18B1
ANT-2026-RXSADDFE,ffmpeg/ffmpeg,,,fixed,true,2026-05-19T22:00:55.901708Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-RXSADDFE
ANT-2026-RXYVE4DZ,freerdp/freerdp,CVE-2026-40033;CVE-2026-44420;CVE-2026-44421;CVE-2026-45700,GHSA-mpxh-8fq3-x8mh;GHSA-mvpx-xj7r-3p3r;GHSA-p6r2-4hgm-m6ff,fixed,true,2026-05-12T04:53:18Z,advisories/GHSA-mpxh-8fq3-x8mh@23b36cd00ebf0ccd97750fcdbc9aa2f362352da7;FreeRDP/FreeRDP@d7508ebcd82842a691ae4941e5104d14240a89ae,FreeRDP@3.26.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-RXYVE4DZ
ANT-2026-S6CB3P3P,isc-projects/bind9,,,disclosed,true,2026-03-26T12:00:00Z,isc-projects/bind9@e43e4bd20a99860e79294afbcc9b75f01ff28c26,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-S6CB3P3P
ANT-2026-S8PHCV74,cloudfoundry/uaa,,,fixed,true,2026-05-20T00:00:00Z,cloudfoundry/uaa@65118219a21b39b6ed561712f83d460bea3a15f3,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-S8PHCV74
ANT-2026-SB4PHA43,wolfssl/wolfssl,CVE-2026-5446,GHSA-vgv9-mv66-mpc7,fixed,true,2026-05-07T14:53:13.127920Z,wolfSSL/wolfssl@6495e8e94,wolfSSL@5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-SB4PHA43
ANT-2026-SBF8X04Q,selinux,,,fixed,true,2026-07-01T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-SBF8X04Q
ANT-2026-SC8JK49A,ffmpeg/ffmpeg,,,fixed,true,2026-05-16T00:00:00Z,FFmpeg/FFmpeg@bbdce45fda1ef92f0a8f5a8a995dde3a79fa7acc,4.4.8 [first];5.1.10 [first];6.1.6 [first];7.1.5 [first];8.0.3 [first];8.1.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-SC8JK49A
ANT-2026-SJ7ZVBQB,ffmpeg/ffmpeg,,,fixed,true,2026-06-17T00:00:00Z,FFmpeg/FFmpeg@4492ad7228a381c2f0c8b79d333a59c7657311c9,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-SJ7ZVBQB
ANT-2026-SXD0NN2P,supabase/supabase,,,disclosed,true,2026-05-04T00:00:00Z,supabase/supabase@0433eeb5f5cc6c41b80c85793a3b7be1fc976119,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-SXD0NN2P
ANT-2026-T44WA684,imagemagick/imagemagick,CVE-2026-33901,GHSA-x9h5-r9v2-vcww,fixed,true,2026-04-14T00:07:44Z,ImageMagick/ImageMagick@4c72003e9e54a4ebaa938d239e75f5d285527ebe,ImageMagick@7.1.2-19 [first];Magick.NET-Q16-AnyCPU@14.12.0 [first];Magick.NET-Q16-arm64@14.12.0 [first];Magick.NET-Q16-HDRI-AnyCPU@14.12.0 [first];Magick.NET-Q16-HDRI-arm64@14.12.0 [first];Magick.NET-Q16-HDRI-OpenMP-arm64@14.12.0 [first];Magick.NET-Q16-HDRI-x64@14.12.0 [first];Magick.NET-Q16-HDRI-x86@14.12.0 [first];Magick.NET-Q16-OpenMP-arm64@14.12.0 [first];Magick.NET-Q16-OpenMP-x64@14.12.0 [first];Magick.NET-Q16-x64@14.12.0 [first];Magick.NET-Q16-x86@14.12.0 [first];Magick.NET-Q8-AnyCPU@14.12.0 [first];Magick.NET-Q8-arm64@14.12.0 [first];Magick.NET-Q8-OpenMP-arm64@14.12.0 [first];Magick.NET-Q8-OpenMP-x64@14.12.0 [first];Magick.NET-Q8-x64@14.12.0 [first];Magick.NET-Q8-x86@14.12.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-T44WA684
ANT-2026-T6EKK5DB,openssh,,,fixed,true,2026-05-31T00:00:00Z,,OpenSSH@10.4 [first];OpenSSH portable@10.4p1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-T6EKK5DB
ANT-2026-TJ0ZJHM6,ffmpeg/ffmpeg,,,fixed,true,2026-05-19T22:00:55.602147Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-TJ0ZJHM6
ANT-2026-TNDDD6NW,ffmpeg/ffmpeg,,,fixed,true,2026-03-16T00:00:00Z,FFmpeg/FFmpeg@3e8bec7871bae6722f8f615020374c1b53de7b56;FFmpeg/FFmpeg@fec2836483,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-TNDDD6NW
ANT-2026-TNXYTAEH,libreoffice,CVE-2026-8356,,fixed,true,2026-05-13T07:15:41.807376Z,,26.2.4 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-TNXYTAEH
ANT-2026-TZQ1KH7E,cesnet/libyang,CVE-2026-41401,GHSA-9f49-8x56-jmjc;GHSA-v7jp-vmx6-5429,fixed,true,2026-03-26T08:17:42Z,CESNET/libyang@54c3276d871023da266d4ed3ceaee7e8d71d0b04;CESNET/libyang@6b5ed47ee674fbe86b31bbebc4ff26889aeff38c,libyang@5.4.3 [first];No package listed@5.2.6 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-TZQ1KH7E
ANT-2026-V6YZYDKK,freetype2,,,fixed,true,2026-03-22T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-V6YZYDKK
ANT-2026-VN61PHA0,go-gitea/gitea,CVE-2026-58435,GHSA-rh79-75qm-gwjr,fixed,true,2026-07-13T00:00:00Z,go-gitea/gitea@66a3723cbb1d2224be9dc62483902b6b2df226c0,code.gitea.io/gitea@1.27.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-VN61PHA0
ANT-2026-VS18SA90,nginx,CVE-2026-27654,,merged,true,2026-05-07T14:53:12.364699Z,,NGINX Open Source@1.28.3 [first];NGINX Open Source@1.29.7 [first];nginx-main@1.30.0-1.hum1 [first];nginx:1.24@9040020260504195322.9 [first];nginx:1.24@9060020260504194843.9 [first];nginx:1.24@9070020260331134728.9 [first];nginx:1.26@9060020260504154614.9 [first];nginx:1.26@9070020260407080353.9 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-VS18SA90
ANT-2026-VTJ2W5KM,graphicsmagick/graphicsmagick,,,fixed,true,2026-05-31T00:00:00Z,,1.3.48,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-VTJ2W5KM
ANT-2026-VV0PRKKV,wolfssl/wolfssl,CVE-2026-5447,GHSA-mx4j-fjqx-f8qj,fixed,true,2026-04-08T12:00:00Z,wolfSSL/wolfssl@d278da09;wolfSSL/wolfssl@d278da09dfa60237f246236f2c8acc5d11c5915a,wolfSSL@5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-VV0PRKKV
ANT-2026-VVPEMVDE,cisco-talos/clamav,CVE-2026-20213,GHSA-rjvx-x4g3-vr6w,fixed,true,2026-05-07T14:53:09.449711Z,Cisco-Talos/clamav@ca39e3843b47f298c3315996df30cf937c20c4ee,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-VVPEMVDE
ANT-2026-W77T9B29,supabase/postgres,,,fixed,true,2026-07-24T00:00:00Z,supabase/postgres@e3c04b026d006d313ae535112a75fe99310d74be,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-W77T9B29
ANT-2026-WCSVRYAX,oisf/suricata,CVE-2026-45751,GHSA-59q6-j4w8-8pjx,fixed,true,2026-05-18T00:00:00Z,OISF/suricata@6d437956e2ed2da75976d7635cbe09a953d3c489,7.0.16 [first];8.0.5 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-WCSVRYAX
ANT-2026-WG9N02WM,libjxl,,,fixed,true,2026-07-01T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-WG9N02WM
ANT-2026-WNRZ9D35,osgeo/gdal,,,fixed,true,2026-05-08T12:00:00Z,OSGeo/gdal@262a41e151b80acf3b9f671ba2b774db2bbabb0e,3.13.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-WNRZ9D35
ANT-2026-WQ7HHBE1,supabase/postgres,,,disclosed,true,2026-05-13T00:00:00Z,supabase/postgres@52ac42ed2c5daa60425604d6bd17cf732575e916,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-WQ7HHBE1
ANT-2026-X3EB6DN3,libexpat/libexpat,CVE-2026-56132,GHSA-425r-vwq2-26qv,fixed,true,2026-06-20T00:00:00Z,libexpat/libexpat@db1a48091b40f6892e622a282eba20752e6860ad,libexpat@2.8.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-X3EB6DN3
ANT-2026-XBE9HJ4Y,moodle/moodle,CVE-2026-7275,,fixed,true,2026-05-18T07:17:02.690702Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XBE9HJ4Y
ANT-2026-XGXD0ZVD,osgeo/gdal,,,fixed,true,2026-06-05T12:00:00Z,OSGeo/gdal@993ce15f943d68806e36176f8ddab26c649745ae,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XGXD0ZVD
ANT-2026-XJKJSANG,supabase/auth,,,fixed,true,2026-06-03T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XJKJSANG
ANT-2026-XKHM3P45,nss,,,disclosed,true,2026-04-16T12:00:00Z,,3.90.6 [first];3.112.4 [first];3.122.1 [first];3.123 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XKHM3P45
ANT-2026-XKHXVCFV,supabase/postgres,,,fixed,true,2026-07-29T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XKHXVCFV
ANT-2026-XV1EVAMH,libreoffice,CVE-2026-8357,,fixed,true,2026-06-15T00:00:00Z,,26.2.4 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-XV1EVAMH
ANT-2026-Y9HESEM8,supabase/supabase,,,fixed,true,2026-08-10T00:00:00Z,supabase/supabase@b04d14856ab0c3db99cbf98389baa18fb4467450,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-Y9HESEM8
ANT-2026-YMN2QG55,libjxl,,,fixed,true,2026-07-01T12:00:00Z,,v0.12.0,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-YMN2QG55
ANT-2026-YN5QG0SH,libreoffice,CVE-2026-8358,,fixed,true,2026-06-15T00:00:00Z,,26.2.4 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-YN5QG0SH
ANT-2026-YQ12XT7Y,openbabel,,GHSA-mrvp-58gg-8x22,fixed,true,2026-05-09T00:00:00Z,,3.2.0,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-YQ12XT7Y
ANT-2026-YZAKBHEW,facebook/hermes,,GHSA-9qm2-7vmf-h64f;GHSA-rr47-5jvp-646v,fixed,true,2026-06-12T00:00:00Z,facebook/hermes@cb8a9a3fa39f9165f6db93dcee871cfa625a9753,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-YZAKBHEW
ANT-2026-Z3GGGKM5,ava-labs/libevm,,,fixed,true,2026-04-30T00:00:00Z,ava-labs/libevm@63a0b4c93a12787bfaa60da768b176d3a8a6cd79,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-Z3GGGKM5
ANT-2026-Z477W54M,cisco-talos/clamav,CVE-2026-20214,GHSA-86w7-h9x4-hpxv,fixed,true,2026-05-07T14:53:09.700544Z,Cisco-Talos/clamav@9532b0687a8d6b66bb32c1d0b51ff0430750457b,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-Z477W54M
ANT-2026-ZGY30A9P,c-blosc2,,,fixed,true,2026-03-27T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZGY30A9P
ANT-2026-ZJXVWQEA,flex,,,fixed,true,2026-05-08T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZJXVWQEA
ANT-2026-ZQ8AY22X,craftcms/cms,CVE-2026-32267,GHSA-cc7p-2j3x-x7xf,fixed,true,2026-02-18T12:00:00Z,craftcms/cms@6301e217c5f15617d939c432cb770db50af14b33,craftcms/cms@4.17.6 [first];craftcms/cms@5.9.12 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZQ8AY22X
ANT-2026-ZRDQDR79,util-linux/util-linux,CVE-2026-13595,GHSA-qpmf-9p9c-455w,fixed,true,2026-06-16T12:00:00Z,util-linux/util-linux@c0186f14fbdb02f64c8e0ba701ce727ea764ff4c,2.41.5 [first];2.42.2 [first];util-linux-main@2.42.2-1.hum1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZRDQDR79
ANT-2026-ZYEZKB5Y,opensc,,,fixed,true,2026-03-30T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZYEZKB5Y
ANT-2026-ZZY4987K,wolfssl/wolfssl,CVE-2026-5477,GHSA-grqc-3vmg-p68x,fixed,true,2026-05-07T14:53:13.358333Z,wolfSSL/wolfssl@10953f021,5.9.1,commit_only,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-ZZY4987K
